avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate
1217,464,169.3,429.3,73788,346312,9.9,2.88756959,"(61494.5, 125635]",35.5,35,35.8,"Brazoria County, Texas",2.85,54.5,14.9,32.4,,8.1,25.7,18.5,61.3,5.4,69.6,60.2,55.6,21.7,12.5,56.55408408,6.533051164
545,193,151.8,424.7,41641,215037,26.4,51.15398745,"(40362.7, 42724.4]",25.2,24.6,25.8,"Brazos County, Texas",2.58,37.4,5.3,12.5,70.3,12,20.4,20.8,58.7,6.4,72.6,62.3,50.7,19.8,11.2,39.40534539,4.690848607
45,19,160.4,387.7,40179,9145,13.8,0,"(37413.8, 40362.7]",42.1,42.1,42.1,"Brewster County, Texas",2.27,45.9,10.8,23.3,,16.7,21.4,22.8,58.4,4.9,65,49.5,42.7,29.8,13,40.9689441,1.812688822
35,16,173.3,408,27875,7230,32.4,0,"[22640, 34218.1]",31.7,26.5,38.7,"Brooks County, Texas",3.31,32.8,25.2,31.3,43.5,0,37.6,7.7,41.8,19.8,33.5,24.1,21.6,45.8,29.9,41.77884615,6.831489915
210,97,188.4,427.7,41316,37896,17.5,0,"(40362.7, 42724.4]",41,39.5,42,"Brown County, Texas",2.71,52.5,17.3,31.1,44.3,7.2,37.9,13.1,50,4.3,60.3,45.1,40.6,36.9,19.3,53.83226777,2.5472273
98,44,224,508,33134,13786,27.4,0,"[22640, 34218.1]",42.3,40.6,43.4,"Bienville Parish, Louisiana",2.35,43.4,20.3,39.6,35.1,5,42.7,7.1,46.4,10.1,53.6,,34,44.2,24.3,40.16167871,7.939133311
583,206,172.6,490.9,51138,125175,14.3,191.7315758,"(51046.4, 54545.6]",34.7,33.2,36.2,"Bossier Parish, Louisiana",2.57,49,18.7,33.2,,6.9,29.4,16.1,59.3,5.7,68.5,52.6,42.2,31,16.6,47.02387268,5.823193854
1401,577,199.4,492.8,39812,251460,24.1,365.863358,"(37413.8, 40362.7]",36.6,34.8,38.4,"Caddo Parish, Louisiana",2.55,39.3,22.2,30.3,40.4,7,32.9,15,,7,56.7,43.1,37.4,39,24,37.397312,5.272379222
1006,396,192.2,490.4,45979,198788,18.4,5.030484738,"(45201, 48021.6]",36.1,34.8,37.4,"Calcasieu Parish, Louisiana",2.55,47.3,15.4,35.2,,6.1,35.8,14.4,56.9,8.3,62.2,48.3,42.6,33.7,19.6,46.04447395,6.064227035
57,25,200.1,467.6,36350,9993,23.3,0,"(34218.1, 37413.8]",39.9,36.8,43.5,"Caldwell Parish, Louisiana",2.48,46.4,26.3,37.5,,1,42.8,6.4,49.7,10.2,49.8,38,35,38.6,23.2,46.0656592,2.079107505
39,10,133.3,509.4,59300,6817,12.2,0,"(54545.6, 61494.5]",42.6,40.1,43.8,"Cameron Parish, Louisiana",2.57,64.9,34,33.8,,9.7,38.5,11.5,57.8,6.3,75.2,56.3,51.3,30.3,13.5,65.56748466,7.70252324
63,28,224.9,504.4,34116,10147,23.3,0,"[22640, 34218.1]",38.5,35.6,42.5,"Catahoula Parish, Louisiana",2.48,48.2,35.1,42.5,22.4,0,42.2,9.9,45.7,8.3,50.5,36.4,33.2,37.6,20.1,50.90715048,2.469135802
102,38,177.8,473.5,35385,16295,28.2,0,"(34218.1, 37413.8]",42.2,39.8,45.8,"Claiborne Parish, Louisiana",2.51,37,38.2,41.4,20,0.4,40.7,8.6,39.8,13.5,49.4,34.2,30,47.1,27.2,39.73000684,8.809020437
116,52,216.1,480.4,31835,20142,30.9,0,"[22640, 34218.1]",38.3,35.5,41.2,"Concordia Parish, Louisiana",2.33,42.8,26.8,36,,5.6,41.3,8,44.4,11.7,49.3,36.9,32.8,34.3,18.7,41.18541033,2.773207991
161,64,197.8,503.8,40642,27052,23.5,258.7609049,"(40362.7, 42724.4]",39.8,39.1,40.6,"De Soto Parish, Louisiana",2.61,46.4,31,25.6,,6.3,41.2,8.5,49.6,9.3,57,,38,39.9,22.5,45.38266302,5.389797883
2082,759,178.8,487.1,46831,446753,18.4,346.947866,"(45201, 48021.6]",33.2,31.7,34.7,"East Baton Rouge Parish, Louisiana",2.57,39,12.8,22.8,,11.8,26.7,21.6,60.9,7.6,65.9,55.2,47.8,30.3,19,38.79198202,4.474235159
41,20,250.7,512.7,25402,7307,43,0,"[22640, 34218.1]",33.3,32.1,36.8,"East Carroll Parish, Louisiana",2.26,28.1,39.7,47,,0.7,38.5,6.6,32,19.2,36.3,26.1,22.5,51.1,36.3,28.8648245,4.305555556
135,48,212.2,570.8,41651,19696,20.4,0,"(40362.7, 42724.4]",41.8,40.9,43.5,"East Feliciana Parish, Louisiana",2.43,42.5,32.8,28.8,35.5,2.9,43.5,8.9,43.6,6.5,60.3,45.8,40.7,39,23.5,46.95113161,4.203655352
169,77,211.4,459.2,32615,33743,24.1,0,"[22640, 34218.1]",35.8,34.6,37.5,"Evangeline Parish, Louisiana",2.65,43.7,33.7,36,28,2.3,34.6,9.3,42.4,10.4,49,35.5,30.9,47.8,31.2,45.14806759,8.601712189
124,37,140.5,479.6,32318,20410,29,0,"[22640, 34218.1]",37.9,35.8,40.6,"Franklin Parish, Louisiana",2.54,42.8,29.2,32.4,,3.8,40.3,6.4,44.7,11.5,46.4,33.7,27.7,43,26.2,42.81697684,5.698070375
111,49,222.7,482.7,40668,22343,22.8,0,"(40362.7, 42724.4]",37.6,37,39,"Grant Parish, Louisiana",2.63,46.2,15.8,51.4,,2.6,42.3,6,39.3,9.2,56.5,41.3,37.5,42.2,24.4,50.20147284,3.728510828
394,155,205.9,515.4,45226,74103,19.4,0,"(45201, 48021.6]",35.8,34.7,37.1,"Iberia Parish, Louisiana",0.0277,46,23.5,41.4,,3.3,42.1,9,55.5,10.6,58,44.2,38.6,37.5,23,46.37692162,6.645642202
211,80,225.1,586.2,47377,33095,19.9,0,"(45201, 48021.6]",38.4,36.3,40.1,"Iberville Parish, Louisiana",2.61,39.7,25.2,34,,4.7,38.3,8.9,48.6,7.9,62.8,48.2,42.1,35.9,21.3,41.8193191,4.869631902
105,47,217.7,518.6,37130,15858,24.6,0,"(34218.1, 37413.8]",39.6,37.8,42.2,"Jackson Parish, Louisiana",2.49,46.1,30,43.3,,3.6,41.9,8.4,43,6.9,55.6,39.1,33.6,45.6,26.1,46.82013912,4.002444241
2350,941,188.6,473.9,47024,436275,15.8,430.9208641,"(45201, 48021.6]",38.7,37.2,40.2,"Jefferson Parish, Louisiana",2.57,43.1,17.6,31.8,,8.7,31.1,16.5,60.1,6.7,58.6,47.3,40.8,34.3,22.1,41.56296102,5.165714506
179,78,208,499.6,37968,31439,21.7,0,"(37413.8, 40362.7]",38.4,35.7,40,"Jefferson Davis Parish, Louisiana",2.65,46.6,28,36.5,31.5,4,41.1,9.7,52.3,9.2,57.5,42.3,36,42.2,25.3,45.89769997,7.155147691
1015,377,182.9,487.3,51340,240098,15.1,79.13435347,"(51046.4, 54545.6]",34,33,35,"Lafayette Parish, Louisiana",2.55,44.6,15.2,24.7,,8.5,28.7,20.8,63.9,6.3,67.8,57.1,47.9,26.3,15.6,43.47659981,5.986172971
478,203,198.7,467.5,47382,98325,17.6,20.34070684,"(45201, 48021.6]",36.6,35.6,37.6,"Lafourche Parish, Louisiana",2.68,49.4,17.8,37.7,38.5,6,39.1,10.2,56.8,7,63.4,50.4,44.6,33.4,19.4,51.08732299,4.817078346
81,37,209.6,464.8,44139,14974,18,0,"(42724.4, 45201]",38.6,37.4,42.1,"LaSalle Parish, Louisiana",2.46,52.3,30.8,51.2,,1.5,43.6,8.6,45.5,6.3,61.3,,42.4,32.7,18.1,53.6840209,5.144490314
188,90,205.7,436.3,32889,47774,29.7,0,"[22640, 34218.1]",27.4,26.2,28.6,"Lincoln Parish, Louisiana",2.56,35,12.4,14.7,57.8,15.1,27.7,20.8,53.3,11.9,63.4,51.5,45.7,30.3,17.9,37.25318889,4.279213153
594,215,186.5,494.6,58818,137788,12.3,0,"(54545.6, 61494.5]",35.3,34.6,36.2,"Livingston Parish, Louisiana",2.79,52.2,21.6,36.1,,6.4,40.2,14.3,60.4,7,64.3,54,49.1,28.9,18.8,54.24088389,5.711293942
47,22,181.9,379,26732,11514,41.4,0,"[22640, 34218.1]",34.6,32.9,36.5,"Madison Parish, Louisiana",2.55,34.6,32.4,40.2,,0.4,39.6,7.8,42.7,16.9,36.8,,23.5,39.8,24,34.2364532,4.463336876
155,63,186.4,457.3,30636,26395,29.4,37.88596325,"[22640, 34218.1]",39.3,37.2,41.1,"Morehouse Parish, Louisiana",2.5,42.9,30.7,38.5,,1.8,43.5,9.3,47,8,46.9,34.7,30.4,45.3,30.3,42.03120513,4.979184013
189,78,181.5,447.2,34522,39179,31.1,0,"(34218.1, 37413.8]",33.8,32.2,34.7,"Natchitoches Parish, Louisiana",2.66,40.6,16.7,25,,6.4,33.7,11.5,46.7,12.2,53.1,40.3,33.5,40.9,26.1,40.46070836,3.688606085
1619,680,193.6,466,35468,389617,27.9,523.5911164,"(34218.1, 37413.8]",35.4,34.7,36.1,"Orleans Parish, Louisiana",2.38,30,15.9,26.3,,12.6,23.2,20,,10.3,53.9,44.2,35.7,37.6,25.8,26.74611467,5.131693567
760,318,199.7,480.9,40877,156761,23.6,140.3410287,"(40362.7, 42724.4]",34.7,33.5,35.9,"Ouachita Parish, Louisiana",2.55,41.9,17,29.6,48,5.4,32.9,15.9,53.8,8,55.1,43.6,38.7,35.6,22.5,41.69526781,6.070254725
106,41,180.7,458.7,51304,23495,16,0,"(51046.4, 54545.6]",36.5,36.6,36.4,"Plaquemines Parish, Louisiana",2.7,52.2,20.6,28.2,,3.1,39.3,10.2,54.2,4.7,67.4,55.5,39.7,29,18.4,51.06802879,6.549831829
146,54,188.2,507.4,44469,22251,18.3,44.94180037,"(42724.4, 45201]",42.6,42,43.4,"Pointe Coupee Parish, Louisiana",0.0256,45.3,34.2,22.9,,1.9,41.7,9.7,51.4,8.3,59.2,45.2,40.1,37.7,21.7,45.65665826,4.275724276
707,279,189,484.9,40406,132141,19.8,75.67673924,"(40362.7, 42724.4]",37.4,35.3,39.1,"Rapides Parish, Louisiana",2.68,44.2,20.7,35.6,,4.6,37,11.6,51.1,8.6,57.1,41.7,36.4,40.6,22.6,44.89449176,4.202589635
46,18,172.2,431.7,33322,8593,25.3,0,"[22640, 34218.1]",39.8,36.8,41.6,"Red River Parish, Louisiana",2.54,44.2,19,37.4,,3.1,44.3,8.7,47,9.2,51.4,41,35.2,41.3,26,41.70064065,10.40892193
110,46,191.3,456.4,36666,20523,24.9,0,"(34218.1, 37413.8]",38,35.7,40.4,"Richland Parish, Louisiana",2.59,49.5,25.8,35,,4.8,41,9.4,49.7,9.6,46.5,33.9,30.5,35.4,20.9,49.86218664,3.43803056
157,64,202.5,500.4,39561,24186,21.2,82.69246672,"(37413.8, 40362.7]",41.5,41.1,42,"Sabine Parish, Louisiana",2.6,51.8,21.8,47.6,,3.8,42,9.2,46.2,10.6,57.2,,34.2,39.8,20.3,50.00545197,6.366608963
168,75,233.1,516.9,45615,45408,17.9,0,"(45201, 48021.6]",33,32.7,33.3,"St. Bernard Parish, Louisiana",2.92,43,18.6,33.7,40.6,7.1,40.9,9.9,,12.2,61.6,,43.3,32.6,20,44.73014782,5.677721702
238,92,190.3,470.8,60751,52812,12.1,37.87018102,"(54545.6, 61494.5]",37.2,36,37.9,"St. Charles Parish, Louisiana",2.83,48.7,21.7,31.7,,6.1,36.7,14.9,60.9,7.7,66.5,56.1,50.7,28.2,18.6,50.8948485,6.11124004
61,28,212.5,461.5,35004,10567,24,0,"(34218.1, 37413.8]",39.2,37.1,41.2,"St. Helena Parish, Louisiana",2.59,42.3,26.3,27.5,,5,45.7,5.6,42,14.4,44.6,31.2,28.5,47.8,26.8,42.29000242,3.087986464
120,48,201.2,497.4,47477,21567,16.1,0,"(45201, 48021.6]",38.8,36.7,40.2,"St. James Parish, Louisiana",2.69,46.7,26.1,27.7,,4.3,44.8,10,53,11,64.7,52.1,47.8,32.3,19,47.51381215,4.363776791
209,87,200.6,460.8,47225,43626,20.8,0,"(45201, 48021.6]",36,35.2,36.8,"St. John the Baptist Parish, Louisiana",2.83,44.7,21.2,31,,5.6,37.5,11.5,57.4,9.2,59,48.3,44.4,36.1,24.5,47.21497522,4.727439304
497,202,217.8,530.4,32683,83848,30.1,0,"[22640, 34218.1]",36.6,35.2,37.8,"St. Landry Parish, Louisiana",2.68,43.1,26.8,50.8,20,2.4,44.5,9,49.2,6.1,56.3,45.3,41.4,37.8,24.7,42.65554216,6.971510409
272,106,198.1,499.7,46713,53835,18,0,"(45201, 48021.6]",36.7,35.5,37.7,"St. Martin Parish, Louisiana",2.77,49.5,19.8,37.3,,0.6,42.1,9.4,57.9,7.2,60.9,,40.7,36.3,21.3,50.31750197,6.463878327
282,118,200.6,474,42075,52810,21.8,0,"(40362.7, 42724.4]",37.7,37.1,38.2,"St. Mary Parish, Louisiana",2.58,43,24.1,40.4,,2.9,43.4,7.9,50.7,12.2,51.3,38.3,33.5,40.5,25.3,41.74704724,6.284065406
1273,458,177.7,494.5,63441,250088,11.2,115.9591824,"(61494.5, 125635]",39.8,38.7,41,"St. Tammany Parish, Louisiana",2.7,54.3,23.9,30.4,,7.3,27,20.3,58.5,7.6,67.8,,45.6,30.6,18.1,55.78754661,5.430602081
599,250,207.1,489.9,39927,128755,22.5,62.13350938,"(37413.8, 40362.7]",412.8,33,35.6,"Tangipahoa Parish, Louisiana",2.68,44.4,14.7,25.3,,5.3,35.6,13.4,54.9,10.7,55.4,41.4,36.4,38.7,23.6,45.4565442,3.432793045
27,10,142.5,389,27522,4740,32,0,"[22640, 34218.1]",43,40.7,47.3,"Tensas Parish, Louisiana",0.0248,33.8,40.4,30.7,,0,45.6,7.1,42.5,15.6,38.7,24.6,22.2,42.6,23.1,31.95822454,2.925809822
549,234,213.2,493.1,49044,113972,20.9,96.51493349,"(48021.6, 51046.4]",35.2,34.4,36,"Terrebonne Parish, Louisiana",2.78,47.7,24.4,42.9,,4.5,40,9.8,55.6,5.5,59.8,47.8,42.6,32.8,20.1,47.74235394,5.230870955
134,65,220.2,463.9,38998,22477,22,0,"(37413.8, 40362.7]",41.7,40.3,43.4,"Union Parish, Louisiana",2.6,50.1,25.2,42.7,,4,44.9,8.2,45,7.7,56.1,40.6,36.4,42.4,24.5,50.46377833,4.316239316
328,113,180.3,529.1,45331,59875,18.3,0,"(45201, 48021.6]",36.7,35.6,37.7,"Vermilion Parish, Louisiana",2.69,48.5,25,42.1,,5.6,41,9.6,,8.5,60.1,46.4,40.6,36.7,21.8,48.38043678,5.605176173
207,85,204.5,478.1,46682,50803,13.9,0,"(45201, 48021.6]",30,28.8,31.4,"Vernon Parish, Louisiana",2.82,55,11.5,47.2,,5.7,35.8,13.6,44.8,7.5,69.3,49.3,24.8,31.8,15.8,55.90180473,7.229203118
296,125,224.8,536.6,29749,46371,29.1,0,"[22640, 34218.1]",39.2,37.4,41.2,"Washington Parish, Louisiana",2.54,46.8,23.9,43.1,,2.7,40.5,8.3,41.9,15,47.4,33.5,28.6,47.7,29,45.29652352,6.368497812
256,110,205,485.3,36003,40021,22.2,0,"(34218.1, 37413.8]",40.9,38.5,43.1,"Webster Parish, Louisiana",2.51,44,22.8,40.2,,2.1,40.5,11,47.6,7.6,52.8,37.3,32.4,42.4,25.1,42.25182366,6.027155315
126,42,182.8,526.7,51550,25490,20.5,0,"(51046.4, 54545.6]",35.4,34.6,36.7,"West Baton Rouge Parish, Louisiana",2.61,47.1,18.4,35.9,,5.7,39.2,14.1,61,6.5,68.1,,50.1,30,17.1,47.02037259,5.538105472
65,30,195.6,443.2,33959,11293,22.5,0,"[22640, 34218.1]",39.7,37.8,41.4,"West Carroll Parish, Louisiana",2.48,46.6,33,38.1,,1.1,44,6.8,43.2,11.9,45.9,32.1,28.4,33.2,16.2,46.08938547,5.737356566
73,24,148.2,429,53679,15385,24,0,"(51046.4, 54545.6]",40.4,40.5,39.9,"West Feliciana Parish, Louisiana",3.04,36.1,10.1,20.8,,0,33.7,14.8,38.5,8.5,68.3,51.9,47.7,32,18,54.43620557,6.799830004
96,41,227.5,524.4,36644,14568,26.8,0,"(34218.1, 37413.8]",41.3,40.1,42.6,"Winn Parish, Louisiana",2.36,46.9,27.7,44.1,24.3,3.9,42,7.9,41.3,6.3,56.1,40.2,35.3,40.1,22.2,49.35606748,4.891661195
600,242,188,478.2,46701,107233,15.4,83.92938741,"(45201, 48021.6]",40.6,39.6,41.4,"Androscoggin County, Maine",2.34,49,13.4,32.5,,6.8,37.2,13.9,,7.2,65.5,50.5,46.1,38.8,20.8,46.16229053,5.235413921
486,200,188.2,472.8,36066,68628,20.1,14.571312,"(34218.1, 37413.8]",46.6,45.6,47.6,"Aroostook County, Maine",2.24,54.1,12.8,34.5,47.5,5.2,39,12.1,52.3,7.5,57.1,40.1,34.4,47.6,24.2,50.4167353,5.029215359
1620,607,173.3,479.6,61436,289977,10.8,500.0396583,"(54545.6, 61494.5]",41.9,40.3,43.3,"Cumberland County, Maine",2.37,49.4,10,24.3,51.3,14.4,24.1,27.3,64.5,5.4,74.3,,53.5,30.1,14.6,47.825159,3.772833827
177,69,167.5,435.2,41035,29991,15.8,0,"(40362.7, 42724.4]",44.9,44.1,45.6,"Franklin County, Maine",0.0248,51.3,10.2,30.4,,5.3,36.9,16.4,56.7,7.7,63.4,,40.5,42,21.1,52.41955916,3.482221569
383,136,165.4,491.9,45807,54659,12.9,18.29524872,"(45201, 48021.6]",47.4,46.2,48.4,"Hancock County, Maine",2.18,54.1,7.8,24.7,,14.3,33.1,20.1,57.7,7.7,64,46.6,36.7,37.7,18.1,49.67789586,5.103569855
741,308,193.2,478.4,45556,119980,13.8,300.0500083,"(45201, 48021.6]",44,43.2,44.6,"Kennebec County, Maine",2.28,49.6,10.5,36.1,,7.8,35.6,15.3,,7.7,67.6,50.1,44.8,39.2,18.9,47.20175728,4.823685961
284,108,169.4,484.9,50002,39855,13.9,501.8190942,"(48021.6, 51046.4]",47.2,45.3,49.2,"Knox County, Maine",2.27,51.5,16.6,44,,7.7,34.8,20.6,,5.7,64.3,45.4,36.8,40.4,18.6,48.88522854,4.550819672
236,99,170.6,436.6,47905,33969,11.7,58.87721158,"(45201, 48021.6]",49.8,48.5,51,"Lincoln County, Maine",2.25,53.5,20.9,38.5,,11.5,32.1,18.7,57.1,4.2,65.3,43.2,37.1,42.9,18.2,50.57139016,5.786534285
371,154,189,477.6,40120,57202,16.1,0,"(37413.8, 40362.7]",45.7,45.2,46,"Oxford County, Maine",2.6,48.1,19,35,,7,45.6,11.9,,9.2,59,,37.6,44.4,23.8,49.89663252,4.600845561
929,355,187.5,507.3,42728,152692,18,438.7918162,"(42724.4, 45201]",41.3,39.9,42.8,"Penobscot County, Maine",2.36,48,10.2,21.9,58.4,9.5,34.9,15.6,56.1,7.8,63.3,,42.4,39.4,20.7,48.02575315,4.133114215
128,53,194,478.1,36994,16931,20.3,0,"(34218.1, 37413.8]",49.8,49.5,50.1,"Piscataquis County, Maine",2.24,52.8,16,42,,3.5,40.5,11.9,45.8,10.5,53.8,35.5,30.9,50.6,25.8,48.82454509,6.290471785
208,82,173.6,451.7,55630,35149,10.5,56.90062306,"(54545.6, 61494.5]",45.2,44.2,46,"Sagadahoc County, Maine",2.26,54.2,11.5,51.8,,7.6,31.6,20.8,61.3,5.7,69.4,51.2,43.3,39.1,19,49.67867575,5.263857504
313,139,200.2,458.3,39001,51113,17.3,0,"(37413.8, 40362.7]",44.9,44.2,45.4,"Somerset County, Maine",2.34,51.2,16.4,35,,7.1,41.3,10.7,52.6,9.5,56.1,39.7,34.8,46.9,25.4,48.88990826,4.712136228
250,93,180.1,484,46598,39155,15,0,"(45201, 48021.6]",45,44.3,46,"Waldo County, Maine",2.26,53.7,11.6,41.3,,5.4,34,19.1,57.2,7.5,62.1,45.9,38.2,41,21.5,50.29606821,4.975063861
242,110,216.7,501.5,38057,31625,18.5,0,"(37413.8, 40362.7]",46.8,45.9,47.8,"Washington County, Maine",2.18,51,17.2,32.2,,4.1,38.3,13.6,48.3,9.8,51,32.9,27.3,52.5,29.4,46.79255959,5.793688177
1246,451,173.7,497.7,55482,201169,11.2,159.0702345,"(54545.6, 61494.5]",44.1,42.9,45.2,"York County, Maine",2.4,52.6,9.3,36.1,43,11.6,31.6,20.4,63.1,5.9,72.2,56.4,50.2,33.1,15.7,51.22310568,5.050755137
517,183,172.2,519.3,39808,72528,18.5,261.9677917,"(37413.8, 40362.7]",41.5,39,44.1,"Allegany County, Maryland",2.33,44.2,9.2,30,,4.7,42,9.2,48,10,66.4,47.2,43.5,43.6,22.9,45.91512498,4.613602728
2676,977,176,468.1,86654,564195,6.7,69.12503656,"(61494.5, 125635]",38.4,36.8,39.7,"Anne Arundel County, Maryland",2.66,51.7,11.8,29.1,47.4,11.7,25,22.5,64.2,5.9,81.6,63.7,55,25.1,10.9,53.20651532,5.291115354
4499,1714,171,472.3,67766,831128,9.8,216.5731392,"(61494.5, 125635]",39.1,37.4,40.6,"Baltimore County, Maryland",2.56,46.2,8.2,29.7,49.3,12.8,27.2,20.9,61.9,6.9,75.2,,52.5,29.7,15.1,45.91882391,5.073719664
406,153,175.2,444.5,92446,90595,7.2,0,"(61494.5, 125635]",40.6,39.8,41.7,"Calvert County, Maryland",2.87,52.7,8.1,38.4,,8.6,31.5,17.4,63.9,7.6,82.1,66.2,58.4,24.3,11,57.54132563,3.454078056
174,69,185.6,465.1,49573,32579,16,0,"(48021.6, 51046.4]",40.1,39,40.6,"Caroline County, Maryland",2.7,50.2,19.6,41.1,33,6.3,40.7,9.7,59.6,8.8,61.6,45.8,40.8,41.2,25,51.23322148,5.404323459
862,326,171.1,456.2,84500,167627,5.9,89.48439094,"(61494.5, 125635]",42.2,41,43.1,"Carroll County, Maryland",2.73,56.7,6.6,30.1,,12.4,30.6,20.8,65.6,4.6,84.5,69,62,23.9,9.8,61.33424438,4.31864301
522,207,195.5,484.3,62198,102382,10.6,419.9957024,"(61494.5, 125635]",40.1,39.5,40.5,"Cecil County, Maryland",0.0273,52.5,17.2,34.7,,8.4,37.8,13.9,60.7,7.5,72.9,60,54.7,30.4,17.5,54.36451753,4.297102051
572,239,186.7,420.5,86703,156118,7.2,0,"(61494.5, 125635]",37.7,36.2,38.9,"Charles County, Maryland",2.84,50,11.5,35.7,,10.9,32.2,17.2,64.2,6.3,82.3,66.1,57.3,24.3,11.3,52.66592692,4.693221178
210,84,185.4,481.6,42279,32384,17.5,0,"(40362.7, 42724.4]",43.8,42,45.1,"Dorchester County, Maryland",2.41,47.9,21.2,29,43.4,6.5,38.3,12.1,58.2,10.4,61.7,44.7,39.9,45.6,27,44.47794949,5.456570156
1037,367,155.6,435.9,83698,245322,6.5,114.1357074,"(61494.5, 125635]",39.1,38.1,40.1,"Frederick County, Maryland",2.68,54.7,8.3,29,,14.3,25.2,23.2,67,5.8,81.6,67.7,60.8,23.2,10.4,56.5676769,4.557287265
166,64,154.8,417.1,47441,29460,12.4,0,"(45201, 48021.6]",44.5,42.8,45.6,"Garrett County, Maryland",2.47,56.5,15.8,31.8,,7.8,42.2,10.2,56.1,7,62.5,46.7,41,41.4,23.2,57.15249094,6.553245117
1302,450,169.9,485.5,79403,250290,8,79.90730752,"(61494.5, 125635]",40.1,38.6,41.3,"Harford County, Maryland",2.69,54.7,9.1,35.9,42.6,12.4,28.1,20.2,64.2,6.4,81.9,64.7,56,26.9,11.9,56.59293338,6.156408818
1186,346,131.9,418.1,106871,313414,6.1,165.9147326,"(61494.5, 125635]",38.8,37.5,39.7,"Howard County, Maryland",2.78,58,10.7,26.8,,21.9,14.2,30.7,,4.9,84.7,70.9,63.1,19.3,8.2,60.23950993,5.158672656
140,59,180,461.7,53288,19787,13.8,0,"(51046.4, 54545.6]",46.2,44.2,47.4,"Kent County, Maryland",2.39,47,7.8,27.3,59.4,5.5,33.2,16.4,53.2,7.2,68.1,47.6,40.9,42.6,22,48.49160546,4.528650647
4139,1292,120.1,392.9,97279,1040116,7.2,184.5947952,"(61494.5, 125635]",38.5,37,40,"Montgomery County, Maryland",2.76,53.2,12.7,23.5,44,19.9,14,26.6,67.1,6.1,77,64.7,56.4,23,11.5,53.70241078,5.281994667
3222,1302,172.7,401.9,71904,909535,10.3,21.98925825,"(61494.5, 125635]",35.8,34,37.7,"Prince George's County, Maryland",2.86,38.5,12.6,28.9,,9.6,26.1,18.1,65.5,8.7,68.6,56.1,50.6,27.3,16.3,39.11619384,5.044283329
254,100,173.8,429.6,80650,48904,7.5,0,"(61494.5, 125635]",43.5,42.7,44.1,"Queen Anne's County, Maryland",2.75,57.4,13.6,34.7,40.8,10.9,29.9,21.6,65,5.3,80.3,64.2,55.6,28.8,13.5,62.34448122,5.627462015
433,180,181.5,423.2,84686,111413,8.6,17.95122652,"(61494.5, 125635]",36.3,35.9,36.8,"St. Mary's County, Maryland",2.79,53.9,12.5,28.6,49.4,9.5,30.6,17.6,63.4,4.8,80.2,63.1,53.2,25.2,12.3,57.53732709,5.419453329
151,64,216.5,511.9,38376,25768,25.5,0,"(37413.8, 40362.7]",37,36.2,38.6,"Somerset County, Maryland",2.26,32.3,12.6,24.6,,1.2,43.2,9.1,,8.2,56.2,41.6,37.3,46.8,30.8,37.85330948,5.312389693
280,111,161.9,454.6,54836,37512,11.7,213.2650885,"(54545.6, 61494.5]",49,48.2,49.6,"Talbot County, Maryland",2.3,54,16.1,39.3,28.7,15.9,27.9,18.2,55.8,6.7,72.1,48.2,38.4,40.1,16.2,50.68079601,3.328451604
782,320,181,457,54606,149585,13.8,73.53678511,"(54545.6, 61494.5]",40.4,39.1,41.9,"Washington County, Maryland",2.5,49.4,18,33.7,,8.5,38.1,12.3,56.5,8.5,68.9,53.5,48.7,36.3,20.5,49.83858598,5.93936457
564,221,204.3,532.1,51927,102370,16.9,224.6751978,"(51046.4, 54545.6]",35.5,34.4,36.7,"Wicomico County, Maryland",2.62,44.7,8.6,26.1,,10.1,31.9,16.3,59,8.8,66.7,53.1,46.6,35.2,21.3,47.13293141,5.35618844
413,164,186.8,499.8,55691,51540,11.9,0,"(54545.6, 61494.5]",49.1,47,50.2,"Worcester County, Maryland",2.45,50.7,13.7,43.7,,10.2,31.6,18.8,53.1,9.9,67.4,45.4,38.5,43.6,21.1,50.84003273,5.625635809
3144,1419,226,497.2,41895,621849,23.3,886.0671964,"(40362.7, 42724.4]",34.6,33.3,35.9,"Baltimore city, Maryland",2.47,26.6,17,29.1,41.6,12.3,29.8,15.3,53.8,13.1,56.1,43.6,39,43.9,29.6,24.02463388,5.449538255
1892,685,163,505,64150,214333,8.9,41.99073404,"(61494.5, 125635]",51.3,49.5,53,"Barnstable County, Massachusetts",2.24,53.2,11.5,37.2,,10.9,24.9,23,55.8,7,74.2,49.5,43.3,44.1,18.9,49.56310834,3.521180903
860,313,157,464.3,49890,127828,13,125.1681948,"(48021.6, 51046.4]",45.8,44.4,47.1,"Berkshire County, Massachusetts",2.22,45.6,13.5,27.9,,9.3,31.7,17.8,57.4,8.9,70.7,51.6,46.4,44,22.6,43.45582911,4.573604784
